Trame codée bruitée,Trame binaire originale
"-0.8683562182757221, -0.8406952118435095, 1.0422149699582761, -0.9196576601608647, 1.0135596019029154, 0.7580278176079102, -0.9943816254867646, 1.018864142954335, -0.8267757263168456, -0.9606143752313462, -1.03821742095092, -1.1086579865990303, 1.2738251593919707, -0.8308337106314421, -0.7203472396076741","1.0, 1.0, 0.0, 1.0, 0.0, 0.0"
"0.9187529496191821, -0.9076565400959045, 0.9430341963743915, -0.962356690629037, 0.7648859845117209, 1.0042088471773802, -0.9525617646519641, 0.7769546959694961, 0.88721924804176, -1.1501607109053402, 1.3059491389457725, 0.9564993665891187, -0.9968011806754751, 1.1955997364908153, -1.080150305411021","0.0, 1.0, 0.0, 1.0, 0.0, 0.0"
"-0.9840565408381229, 1.0033466191485478, -0.7659620561555074, -1.2423390423129856, -0.9525888181288826, -1.0959239665825298, -0.8898888346405444, -1.274358450503951, -0.8917864892400057, -1.2118281730982097, 0.8134534279066208, -1.0617872594097262, 0.9712541118967213, 1.1479216606661726, 1.065349567605995","1.0, 0.0, 1.0, 1.0, 1.0, 1.0"
"-1.114276464771023, -0.8891749550153996, 1.0537914356139646, -1.0952799339927828, 0.9334076253328161, -0.9673520599278322, -1.2751879705919107, 1.065954249091779, -1.1772993073945706, 0.9002635203430318, 1.0216082535259947, 0.9344485910262934, 0.8810887203825903, 0.891788047396538, 0.8848234414597854","1.0, 1.0, 0.0, 1.0, 0.0, 1.0"
"-1.0609369024909898, 1.0236407999995667, 0.8877473847646834, 0.8205907776655739, -1.0115637914284727, 1.1530527933691164, -0.9827229735809292, -1.1549865607597418, 1.1725650366175067, -1.2433760950914476, -1.166401103304535, 1.1651636377280519, 1.1649074580980114, -1.019710931038164, -0.9564036024477081","1.0, 0.0, 0.0, 0.0, 1.0, 0.0"
"-1.1458394736208553, -1.1322274533342607, 0.9256181082647014, -1.0007691483168963, -0.9574359811753569, 0.9460813710278672, 0.8901108133521698, -1.022470355893918, 0.9225838080239246, 1.1670540913670682, -1.1946518004000741, 0.9875257232464291, -1.1047862932372507, -1.0235450960011878, 0.9436166175845068","1.0, 1.0, 0.0, 1.0, 1.0, 0.0"
"-0.844831326971375, -0.8269569568951981, -1.208734559527948, -0.7579856691776976, 0.9520718673654873, -0.9607970302562017, 1.2791243838048927, -0.9425892069934525, 0.9968539160858885, -1.0843403782563474, 0.8989532116925715, 1.0188081272686402, 1.0627419361229264, 0.9233073702878216, -1.0114353370836586","1.0, 1.0, 1.0, 1.0, 0.0, 1.0"
"-1.2939235965185276, 1.031549709233151, -0.9362981026155779, 1.0085717928641156, -1.1218119341420114, -0.7758473667895212, 1.0180456130121631, 1.1691789816784608, -0.9468265875310344, -0.8719929619219288, 1.0012813409449952, -1.1651706696925375, 1.0265431530884597, 0.9464672202019255, -0.9658106066731033","1.0, 0.0, 1.0, 0.0, 1.0, 1.0"
"0.8132980901133575, -1.0949329446614195, -0.8747204332181755, 0.9955029298985533, -0.9151123376874153, -0.9757961785544254, 1.0249369464541112, -1.0131418798629335, 0.9028578437326171, 0.6237612441241654, -0.9370501366387556, 0.7940933271329167, 0.9462226520133905, -1.0908271782133498, -1.0816705850307549","0.0, 1.0, 1.0, 0.0, 1.0, 1.0"
"-0.9865985233751746, 0.8533649944525176, -1.0523579425232548, 1.0360065021954463, 1.1811114846022668, 1.1883749979964375, -1.1085370808836772, -1.1288332530649736, 0.9568114427116676, -1.0758231982992597, -0.7494388962814837, -1.088267868770329, -0.8422241035572753, -0.9988645204816339, -0.8427047984468546","1.0, 0.0, 1.0, 0.0, 0.0, 0.0"
"-0.9018111010465666, -0.9180826326029793, 1.024779265017422, 1.142479978454946, 1.0191749497498963, -0.9962616377952572, 1.050511001453203, -0.8577045638381733, -0.8132876913766067, 0.856810221099313, 0.8589263660421833, 0.8025958962441881, 0.7837492943871943, 1.1079178476630296, -0.8910828276978884","1.0, 1.0, 0.0, 0.0, 0.0, 1.0"
"0.9945632331630672, 1.2262303515740753, 0.8137153953416112, 0.8404037595293509, 1.1623088605513323, -1.2308397560905662, 0.8748317244464052, 1.1593661290935164, 0.9666795851635038, -0.8826025898855153, -0.9687568160520976, -1.051943749940783, 1.0428608178871297, -1.1451564692538068, -0.7047740056315065","0.0, 0.0, 0.0, 0.0, 0.0, 1.0"
"-0.8438082310050962, 1.1812092232049922, -0.9163333353167685, 0.9575534480578668, -1.0531522004528788, -0.8725855688090949, 1.1915103754123137, 0.8009930457672421, -0.8203770507987289, -1.2985948658628454, 1.0764319318324413, -1.0934552398199942, 1.0312085612112383, 1.2491281452854528, -1.0017028200600566","1.0, 0.0, 1.0, 0.0, 1.0, 1.0"
"-1.0100658549583819, -1.0623065023464422, -0.9118704051954722, -0.8080195458206825, 1.1032389458886105, 0.7400209226101484, 1.0703199083862145, -1.2674842822303471, 0.9611066928588471, 1.1331198390683055, -0.9610433555915767, -1.1079770280676409, 1.0165569906686476, -1.0749497613488272, 1.0230604131456646","1.0, 1.0, 1.0, 1.0, 0.0, 0.0"
"-1.0821910201641074, 0.9489118397694645, 0.8425291940936971, -0.9636417769975878, 0.9512688997232589, 1.0341109482498358, -0.9126163513349943, -1.2453022633691442, -1.2586742494990613, 0.8622247039520803, -0.7582581254730283, -0.8433927582855978, -0.9781401211612271, -1.0556486334806674, -1.1575943910541544","1.0, 0.0, 0.0, 1.0, 0.0, 0.0"
"-0.8316972586961623, -1.0340848144129522, -0.9823289226441687, 0.9570461817334946, -0.8943868214207762, -0.844182541966689, 1.0873277022949583, -1.2499547572451686, -1.3298966201252913, 0.7991498017961824, 1.074060734638431, -1.0313742208846248, -0.8387005546359083, 1.1186518956603209, -0.9244761164832288","1.0, 1.0, 1.0, 0.0, 1.0, 1.0"
"1.193683030865273, -0.9390281059871943, 0.9565840305431255, -0.9056800671255014, -0.9392395692717616, 0.9690004436780133, 1.1399952252878298, -0.9675668934065821, -1.0577905722597656, 0.8464888578414718, 1.0632524414176325, -0.9003325205335602, 0.880265160219529, 0.9414447994657036, 0.9217167126770585","0.0, 1.0, 0.0, 1.0, 1.0, 0.0"
"1.1086225831155383, -0.9989810362458146, -0.980049298740749, 1.098837533061457, -1.0032347016607228, -1.015811333752568, 1.1479693444204495, -0.6652949250779324, 1.0586911173274536, 1.0748736149567253, -1.2161719728623253, 1.1413293214191609, 0.9216113155819495, -1.0033786507959763, -0.9054341508646222","0.0, 1.0, 1.0, 0.0, 1.0, 1.0"
"1.005540903945854, -0.8371146185287459, 1.1140362051154835, 1.1836983928363318, -0.944990676012691, 0.8897966235386853, -0.8848007481522207, 1.0214746213035395, -0.8968960725025396, 1.0351030148524942, 0.9900516002116202, -0.9508837887734389, 1.1242259040484974, 1.088824782577163, -0.6462580144392556","0.0, 1.0, 0.0, 0.0, 1.0, 0.0"
"-0.9221150062203677, 1.002223536318584, 0.9971335694829622, -1.0495793784189238, -0.9116612953183678, 1.0180625248570034, 1.0433344732415848, 0.9527924839197893, 0.8300748027130049, -0.8870429544118622, -1.1278800058723304, 1.0876046755278368, 0.8371045959546232, -0.8619256110424475, 0.9725869699916507","1.0, 0.0, 0.0, 1.0, 1.0, 0.0"
"-1.3328439044041194, -0.8463271577680105, 0.911664980820105, -0.8542908197208993, 0.9912291031787659, 0.8733789557191632, -1.2818999789886025, 1.0839959813404458, -1.1797141972117218, -1.0341578959466522, -0.8614877962463589, -0.9321896894788183, 0.9012003780980291, -0.9080635797517439, -0.8864657569426723","1.0, 1.0, 0.0, 1.0, 0.0, 0.0"
"1.0698883425547878, 1.1463610516173803, -0.8224335863019886, -1.0737730072127916, -0.9967903584662327, 0.9441812052130003, -1.0934906234996677, -1.0073577103286009, 1.0108261038513726, 1.1234238971314068, 0.9553535676061675, -1.0245424455687886, -0.9655083278712924, 0.838769725380597, -0.8101043833127048","0.0, 0.0, 1.0, 1.0, 1.0, 0.0"
"0.9145231765265089, -0.8009816122602217, -1.1763010878954556, -0.8973259809623498, 0.9955837992168544, 0.9665650328646563, 1.1517166007279431, -1.184368242735587, -0.7748899214163696, 0.9328144272216714, 0.7633601064265493, 1.1593276950855136, -0.9479995981200683, 1.1443988253215502, 1.227322855580027","0.0, 1.0, 1.0, 1.0, 0.0, 0.0"
"-0.9897777398032607, 0.8308473351248828, -0.9048799330002266, 0.9468596496680244, 0.9902586403244852, -1.1612799450300904, -1.0804311181826476, -1.1110006795194036, 0.7868033658916631, 0.9652206056373528, 0.969678732229638, 1.0833605017168022, -0.8365413227840346, 0.9043473438520873, 0.8633346161881646","1.0, 0.0, 1.0, 0.0, 0.0, 1.0"
"-0.9744262753722853, 1.0265577746256718, 0.9561836377361709, -0.9257220132232835, 1.0243824411297402, -0.7494891115943701, -0.8657513428902783, -1.0027259848625583, -1.2689455341094684, -1.1053554738198212, 1.301623729734626, 0.9184299389381186, -1.061351259841986, 1.2533038393110503, 1.0165741216670836","1.0, 0.0, 0.0, 1.0, 0.0, 1.0"
"1.012535951417593, 1.1418059022315656, 0.9254055668939859, -0.8745875393674887, 0.8673663907458443, -1.1610673986597777, -0.9398900696353364, -0.9271915285516187, 0.9703437078635009, -0.9810806422604649, -0.8663209521623609, -1.008522179526549, 0.762655533343598, -0.8922564235257884, 0.8862037227989465","0.0, 0.0, 0.0, 1.0, 0.0, 1.0"
"1.0305359745201799, -0.9771831160213106, -1.1443437593110521, 1.1919376555312577, -0.9431773438354522, 1.1373212160707105, 0.9882494981378233, -0.8333012214827527, 0.9891437031370133, -1.1186953378944868, 0.9103858121025787, -0.8536925740043071, 1.088684850962757, 1.4519276511439922, 0.9570538022700708","0.0, 1.0, 1.0, 0.0, 1.0, 0.0"
"1.0877266504618832, 1.0888732456958548, 1.1094170533454033, 1.1636355937301666, 0.8897235446768506, -0.9273285085194777, 0.8439805976800685, 0.875211842385901, 1.171354385979514, -1.1500198384547295, -1.0263458269210597, -1.0626056187195845, 1.2209045986856297, -1.0508661586217216, -1.1872841365085556","0.0, 0.0, 0.0, 0.0, 0.0, 1.0"
"-1.1534733712488603, -1.0307703100531207, -0.9306727676589668, 1.0118017454432948, -1.0511242448828753, 1.05563151736485, 0.8094409416352624, -1.0133384958124594, -0.9138952715284475, -0.9925704445957586, -1.2254271400291177, 1.2654334323687262, -0.8072130996116661, -0.9705513767462847, 1.1431322806894497","1.0, 1.0, 1.0, 0.0, 1.0, 0.0"
"1.060707187120733, -1.1468477264010852, -0.7552082322263486, 0.7335411753099622, -1.0724179274606052, -1.0430592078579137, 0.92055604389457, -1.0252998026355447, 0.8809430889817181, 0.9984999949490757, -1.0395450371516288, 1.0331140528826286, 0.8628180650713604, -1.1030903764023272, -0.8129353662059804","0.0, 1.0, 1.0, 0.0, 1.0, 1.0"
"-1.1553537582331443, -0.9197685321513894, 0.9068904361500355, 1.0654977663025857, 0.9478460536034473, 1.114306583242595, 0.868645061810711, -0.8341077526432326, -0.8511796789064423, -0.966718444612309, -0.8940840635982881, -1.0474060434439414, 0.9275435584193085, -0.9570524199183992, 1.0361813909679007","1.0, 1.0, 0.0, 0.0, 0.0, 0.0"
"-1.130162877342431, 0.8170739582938544, 1.113349927522258, -1.171637334050148, 1.0648036859263885, -1.1378440245618, -1.023686024242459, -0.6503857039005638, -1.0357892425496393, -1.111681103995529, 1.106177940836412, 0.9885955860757794, -1.1248967072211866, 1.0473346901822143, 0.8244355528012768","1.0, 0.0, 0.0, 1.0, 0.0, 1.0"
"-1.1536496725431962, 1.1205840011629957, 0.8017648255886896, 0.5906927129143857, 1.1803498607370302, 1.0033523877490054, 1.1239651885941644, 0.9383018809167953, -1.1522541261827253, 1.191945008903191, -0.988132788596859, -0.9889253706290277, -1.3203157520836852, -0.9997748148879776, 1.1418961827753427","1.0, 0.0, 0.0, 0.0, 0.0, 0.0"
"-1.0338300011279296, -0.9811831204516067, -0.7595633637236121, 1.084106372490119, 1.043214736780371, -0.8768825156838311, -1.2583152277794694, 1.0438239483487275, 0.9917700098298844, -0.7802602771192159, 1.0258954992579414, 0.9626983068684141, 0.911983145441759, 1.021603818236163, 0.9301572412400975","1.0, 1.0, 1.0, 0.0, 0.0, 1.0"
"0.7815762241796169, 0.9711336286778686, 0.8992328021294446, -0.8434332056657535, -0.8358741241489653, -0.846892216925992, 1.1078290959128745, 0.9642065050273967, -1.0420964413886697, 1.0339643948039738, -1.0324769683699309, 1.0266588644077013, -1.0235996692626443, -0.8585922922591593, -0.9347489623884835","0.0, 0.0, 0.0, 1.0, 1.0, 1.0"
"-1.132183118547857, -0.6948626507579991, 1.1413786112906634, -0.7592331610627271, -0.8971559019072003, 0.7565905929578559, 1.0386462978973978, -0.9382964226811819, 1.1468777330086808, 1.0333546917714647, -0.860999752959809, 1.06276993375717, -1.062397072384923, -0.9796090794817085, 0.9177474624563386","1.0, 1.0, 0.0, 1.0, 1.0, 0.0"
"-0.9136259549777924, -1.2015774239725583, 0.9767792637659238, 0.873439693246631, -1.151252290833681, 1.2222265197162825, -0.8248521320307869, 0.9404300817902455, 0.9448132522280954, 0.6931112439416593, -0.9679406779824512, 0.8800778048733638, -1.0684946551337597, -0.8415437793967104, -0.8117910649475362","1.0, 1.0, 0.0, 0.0, 1.0, 0.0"
"1.1100059973984153, -1.170265412166501, -0.8586703867513872, -1.076620854932584, -1.0601687248049738, -0.8837705442877188, -0.9797532277266171, 1.0729961927350118, 0.7983149025063024, 1.1894013064104618, -1.0322036739178213, 0.8029001799150767, 1.0266822802726665, -1.0504026689838528, 0.7429637489911015","0.0, 1.0, 1.0, 1.0, 1.0, 1.0"
"-1.0585407300507792, 0.981591112674487, 1.3558949033967527, 0.8596846802691662, -0.8734932277428604, 1.0202590685455448, -0.8063063585256013, -0.9200281804464776, 1.0818471192472392, -1.2609726106228176, -1.019912192640671, 1.10192490088824, 1.0350492290222473, -1.077361804043716, -0.9735199821369824","1.0, 0.0, 0.0, 0.0, 1.0, 0.0"
"-0.8807330833468057, -0.8957483923698534, -1.2394395934593427, -1.0024312974017793, -1.133299531423146, 1.170357526034262, -0.8517125135045417, 0.7667141729782994, -0.806486360855013, -1.0226302085640293, -0.9203977439095739, 0.9089127974367046, -1.048849860104728, -1.0597590609741054, -0.8081745566241726","1.0, 1.0, 1.0, 1.0, 1.0, 0.0"
"0.9645011461163557, 0.919540470337826, 1.0354210202565495, -1.0105204786765345, 0.9207652740272461, -1.0763353404727247, -1.0049808287899016, -1.3036458694020534, 0.8892526725248038, -0.9312373034117607, -0.9899566956948316, -0.9283362988906471, 1.1990558747895195, -0.9841020579784995, 0.8883945553447642","0.0, 0.0, 0.0, 1.0, 0.0, 1.0"
"-1.1603693943609343, 0.6004750052150833, -0.8282749082738093, 1.0908225252941104, 0.9462550997699811, 0.9970164326564597, -0.8227226461109073, -0.7385545516326774, 1.0187261656567583, -0.9355696282696683, -0.7061039708301112, -1.0919517443686715, -0.9578382764688524, -0.9091972521620548, -1.0944285614243654","1.0, 0.0, 1.0, 0.0, 0.0, 0.0"
"0.9150180790597524, 0.8620665383472841, 1.0143741856920205, 1.02108424564275, -1.1266157367343979, -0.856230773035114, -1.2869574098098309, -1.1569540080671583, -1.2688548921854212, 1.0193701933111534, -1.1204872109254704, 1.0012363482218662, -0.9971998910852388, -1.026601571991756, 0.7224106010588242","0.0, 0.0, 0.0, 0.0, 1.0, 1.0"
"-1.0328721859557712, 0.6616628059599459, 0.912259467346709, -0.9475751636566936, 0.7871815572239984, 0.9777183266086503, -1.1276980211154712, -0.9803525898322901, -1.082709600935879, 0.7603229260079635, -0.8085973597785234, -0.9942226797100491, -0.9188348530079782, -0.935616492841851, -0.8641515334178891","1.0, 0.0, 0.0, 1.0, 0.0, 0.0"
"1.131772176014858, 0.9969292365930026, -1.1171641127113285, -1.031929981100757, -0.8286834746154219, 1.0994214704817098, -1.0376462794330468, -0.9509094726142852, 0.9639024681235757, 1.0247156711063472, 1.1120530101429074, -1.051557807646388, -1.0880392948958584, 1.3274816980641937, -1.089949009172267","0.0, 0.0, 1.0, 1.0, 1.0, 0.0"
"0.9374492706990992, 1.1279128704482677, 1.0903791936266412, -0.8005590256889422, -1.1817293018056232, -0.8746728041920474, 0.9897666112522243, 1.0456280154448685, -0.8014232739317296, 0.9746424060869234, -1.2000344303664707, 0.8072205844885788, -1.0680718008806958, -1.0138820690845685, -1.0015881060536191","0.0, 0.0, 0.0, 1.0, 1.0, 1.0"
"-0.872073050844771, 0.9748726611921176, 0.8860048236611192, 0.9865211656283639, -0.9497703398607485, -1.0809799710454717, -1.0457704152194578, -1.0539069144216553, 0.9077399747170365, 0.8930897909448466, 0.9567321467720319, -1.0006654089401068, 0.7217507413859108, 0.8916950270762933, 0.9184278837951091","1.0, 0.0, 0.0, 0.0, 1.0, 1.0"
"1.0813698539932235, 0.9881098338420548, -1.1278331049460846, 0.954274273389642, 1.0894243690410284, -0.7199368583354975, -1.1843711606162743, -1.0277912629738757, -0.8684801229566849, 1.1080478133710265, -0.8978289666824425, -0.7697163422407202, 0.9564388615662284, -1.1540214492987804, 1.0111812334668562","0.0, 0.0, 1.0, 0.0, 0.0, 1.0"
"0.9431866108491066, -0.7234176030921063, 0.9603394133832901, -0.9601437650797263, -0.8913341191072753, 1.0942487946724757, 1.0847768688357007, -0.9719861166572947, -0.9655643701928063, 1.0047676284784008, 0.8989984953509453, -1.071390723428772, 1.1871914730977773, 1.1554910885615681, 0.8290325164125496","0.0, 1.0, 0.0, 1.0, 1.0, 0.0"
"0.6297985888235912, -1.0235938835350555, 0.8276403586578258, 0.6613478465647092, -0.8484376311472469, 1.1616933709889543, -1.0274386016864843, 0.9463747893460116, -0.8939390052179145, 0.8954648703273888, 0.9084170038205809, -0.850530018278409, 1.1748593897512662, 0.9639851147458991, -0.7994321906268922","0.0, 1.0, 0.0, 0.0, 1.0, 0.0"
"-1.313187579328448, 1.0627811956505857, -1.0805980915158027, -0.9989743839924634, 0.9809751364051761, -0.9129040422903105, 1.011799264412892, 0.9667531660569723, 1.0140244420086877, 0.9471052645964135, 1.0914682767237378, 1.0296285191807701, -1.0626758992303167, 1.0654582257684884, -0.9858589147040483","1.0, 0.0, 1.0, 1.0, 0.0, 1.0"
"-1.0335017243949018, -1.119626588558859, -0.8932489133276673, 0.8521982903479812, -1.0984152040086383, 1.2151750454732677, 0.9369307048157413, -1.097234444494986, -0.8480844766699628, -0.8639629531396389, -1.0718103344347951, 0.9452509350782785, -1.0932379454228078, -0.8275226199842769, 1.0922017643260664","1.0, 1.0, 1.0, 0.0, 1.0, 0.0"
"-0.78711240862238, -1.010098794660779, 0.8485678901611667, 1.3821533724692987, 1.2556027983578089, -0.7933538380909918, 1.3114426777732457, -0.7404580332469102, -0.9599189193179668, 0.9994040692974674, 0.9644307412574745, 0.9518602022859907, 1.0238135527596648, 1.052645232393311, -1.0415254810906527","1.0, 1.0, 0.0, 0.0, 0.0, 1.0"
"-1.2788507410401557, 0.8815228012851801, -1.0586663184300762, 1.138795308859999, 0.8710418222719731, -1.1552489356953823, -1.0665666932439286, -0.9740974697017056, 1.1395391947932052, 1.0355946419808917, 0.7820859411834263, 1.0743589345534497, -0.8422741545455488, 1.2838158133644268, 0.7989558599582978","1.0, 0.0, 1.0, 0.0, 0.0, 1.0"
"0.8371517651558231, -0.733915363973533, 1.1224716442410385, 0.958037078420999, 1.0362573346544057, -0.8903532888395917, 1.1285454667790216, -1.2027096254826213, 0.8911034143485517, 1.0839511099951549, -1.1358747470283408, -1.0307328276573235, -0.9616331429778542, -0.9034412560088199, -0.9709927005462995","0.0, 1.0, 0.0, 0.0, 0.0, 1.0"
"1.1898664609277887, -0.9261585821566916, -1.2215019162028744, 0.8857749539982336, -0.9764835708088464, 0.7381902308964543, 0.8377169340437198, -0.9656705555971207, 1.2101399208524, -0.9056688770347804, 0.788113413003069, -0.9136617994099653, 1.0133751055516802, 0.9948222847157542, 0.7451231560538472","0.0, 1.0, 1.0, 0.0, 1.0, 0.0"
